subtitle,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking
Goya,50.0,2,2.0,325000,6500,multi-storey building,False,False,True,False,False
Lista,63.0,2,1.0,389000,6175,penthouse,False,False,True,False,False
Goya,130.0,3,2.0,730000,5615,multi-storey building,False,False,True,True,False
Goya,116.0,2,2.0,595000,5129,multi-storey building,False,False,True,True,False
Lista,190.0,3,3.0,1050000,5526,penthouse,False,False,True,True,True
Recoletos,400.0,6,5.0,2290000,5725,multi-storey building,False,False,True,True,True
Goya,124.0,3,2.0,650000,5242,multi-storey building,True,False,True,True,True
Lista,195.0,5,3.0,875000,4487,multi-storey building,True,False,True,False,False
Castellana,64.0,1,1.0,329000,5141,multi-storey building,False,False,True,False,False
Fuente del Berro,118.0,4,2.0,480000,4068,multi-storey building,False,False,False,True,False
Guindalera,70.0,2,2.0,346500,4950,multi-storey building,False,False,False,True,False
Guindalera,90.0,3,1.0,325000,3611,multi-storey building,True,False,True,True,False
Guindalera,94.0,3,2.0,459000,4883,multi-storey building,False,False,True,True,True
Recoletos,155.0,1,1.0,1650000,10645,multi-storey building,False,False,True,True,False
Barrio de Salamanca,312.0,6,3.0,2700000,8654,multi-storey building,True,False,True,True,False
Lista,171.0,4,2.0,529000,3094,multi-storey building,True,False,True,False,False
Barrio de Salamanca,165.0,4,3.0,1390000,8424,multi-storey building,False,False,True,True,True
Guindalera,174.0,4,2.0,611585,3515,multi-storey building,False,False,True,True,False
Recoletos,404.0,5,6.0,4350000,10767,multi-storey building,False,False,True,True,True
Goya,128.0,2,2.0,775000,6055,multi-storey building,False,False,True,True,False
Castellana,53.0,1,1.0,330000,6226,multi-storey building,False,False,True,False,False
Recoletos,404.0,5,6.0,4350000,10767,multi-storey building,False,False,True,True,True
Fuente del Berro,67.0,2,2.0,337000,5030,multi-storey building,False,False,True,True,False
Barrio de Salamanca,37.0,1,1.0,389000,10514,multi-storey building,False,False,True,False,False
Guindalera,132.0,4,2.0,580000,4394,multi-storey building,True,False,True,True,False
Barrio de Salamanca,306.0,5,4.0,3395000,11095,multi-storey building,False,False,True,True,True
Barrio de Salamanca,85.0,2,1.0,520000,6118,multi-storey building,False,False,True,True,False
Barrio de Salamanca,234.0,3,3.0,2490000,10641,multi-storey building,False,False,True,True,True
Barrio de Salamanca,95.0,2,2.0,565000,5947,multi-storey building,False,False,True,True,True
Goya,52.0,1,1.0,340000,6538,multi-storey building,False,False,False,False,False
Barrio de Salamanca,160.0,5,2.0,565000,3531,multi-storey building,False,False,True,True,False
Barrio de Salamanca,160.0,5,2.0,565000,3531,multi-storey building,False,False,True,True,False
Fuente del Berro,31.0,0,1.0,194000,6258,,False,False,False,True,False
Fuente del Berro,148.0,3,3.0,695000,4696,multi-storey building,False,False,True,True,True
Lista,141.0,4,2.0,795000,5638,multi-storey building,True,False,True,True,True
Lista,33.0,1,1.0,275000,8333,multi-storey building,False,False,False,False,False
Goya,30.0,1,1.0,260000,8667,multi-storey building,False,False,True,False,False
Guindalera,122.0,4,2.0,470000,3852,multi-storey building,True,False,True,True,False
Goya,143.0,3,2.0,1100000,7692,multi-storey building,False,False,True,True,True
Lista,95.0,4,2.0,499000,5253,multi-storey building,True,False,True,False,False
Goya,127.0,3,2.0,1050000,8268,multi-storey building,False,False,True,True,True
Guindalera,120.0,0,2.0,315000,2625,,False,False,True,True,True
Goya,197.0,4,3.0,827000,4198,multi-storey building,False,False,True,True,False
Castellana,60.0,2,1.0,650000,10833,multi-storey building,False,False,True,False,False
Recoletos,220.0,4,4.0,1950000,8864,multi-storey building,False,False,True,True,False
Recoletos,130.0,3,2.0,895000,6885,multi-storey building,False,False,True,True,False
Goya,144.0,4,2.0,950000,6597,penthouse,True,False,True,True,False
Recoletos,78.0,2,1.0,820000,10513,multi-storey building,False,False,True,False,False
Goya,50.0,2,1.0,345000,6900,multi-storey building,False,False,True,False,False
Barrio de Salamanca,140.0,4,2.0,650000,4643,multi-storey building,True,False,True,True,False
Barrio de Salamanca,200.0,5,3.0,750000,3750,multi-storey building,True,False,True,True,False
Lista,83.0,2,2.0,625000,7530,multi-storey building,False,False,True,True,False
Barrio de Salamanca,251.0,3,4.0,3650000,14542,multi-storey building,False,False,True,True,True
Barrio de Salamanca,60.0,2,1.0,310000,5167,multi-storey building,True,False,True,False,False
Recoletos,72.0,2,1.0,820000,11389,multi-storey building,False,False,False,False,False
Barrio de Salamanca,120.0,4,2.0,475000,3958,multi-storey building,True,False,True,True,False
Barrio de Salamanca,160.0,5,2.0,490000,3062,multi-storey building,False,False,True,True,False
Barrio de Salamanca,220.0,4,4.0,2550000,11591,multi-storey building,False,False,True,True,False
Barrio de Salamanca,120.0,2,2.0,800000,6667,multi-storey building,False,False,True,True,False
Barrio de Salamanca,213.0,3,3.0,800000,3756,mansion,True,False,False,False,False
Recoletos,395.0,5,4.0,2290000,5797,multi-storey building,False,False,True,True,True
Barrio de Salamanca,73.0,3,1.0,240000,3288,multi-storey building,False,False,False,True,False
Barrio de Salamanca,104.0,2,2.0,560000,5385,multi-storey building,True,False,True,True,False
Barrio de Salamanca,202.0,4,3.0,1420000,7030,multi-storey building,True,False,True,True,True
Barrio de Salamanca,140.0,4,2.0,722500,5161,multi-storey building,False,False,True,False,False
Goya,65.0,3,1.0,360000,5538,multi-storey building,True,False,True,False,False
Goya,83.0,2,2.0,625000,7530,multi-storey building,False,False,True,True,False
Guindalera,63.0,1,1.0,355000,5635,multi-storey building,False,False,True,True,False
Recoletos,210.0,6,3.0,1800000,8571,multi-storey building,False,False,True,True,False
Guindalera,95.0,3,1.0,275000,2895,multi-storey building,False,False,True,True,False
Guindalera,130.0,4,2.0,520000,4000,multi-storey building,False,False,True,True,False
Lista,524.0,9,7.0,3000000,5725,mansion,False,False,False,False,True
Guindalera,128.0,3,2.0,595000,4648,multi-storey building,False,False,True,True,False
Recoletos,278.0,5,3.0,1885000,6781,multi-storey building,True,False,True,True,True
Barrio de Salamanca,195.0,7,3.0,870000,4462,multi-storey building,False,False,True,False,False
Goya,43.0,2,2.0,325000,7558,multi-storey building,False,False,True,False,False
Goya,130.0,4,2.0,870000,6692,multi-storey building,True,False,True,True,False
Barrio de Salamanca,159.0,5,2.0,890000,5597,multi-storey building,False,False,True,True,False
Guindalera,86.0,3,1.0,280000,3256,multi-storey building,False,False,False,True,False
Recoletos,390.0,5,4.0,2290000,5872,multi-storey building,True,False,True,True,False
Recoletos,360.0,5,4.0,2600000,7222,multi-storey building,True,False,True,True,False
Lista,242.0,4,3.0,1850000,7645,multi-storey building,False,False,True,True,True
Guindalera,154.0,5,2.0,650000,4221,multi-storey building,True,False,True,True,False
Castellana,175.0,5,3.0,1350000,7714,multi-storey building,False,False,True,True,True
Guindalera,88.0,1,1.0,359000,4080,multi-storey building,False,False,True,False,False
Castellana,155.0,3,2.0,1100000,7097,multi-storey building,False,False,True,True,False
Castellana,399.0,5,5.0,2100000,5263,multi-storey building,False,False,True,True,True
Castellana,281.0,5,5.0,2600000,9253,multi-storey building,True,False,True,True,True
Recoletos,126.0,2,3.0,825000,6548,multi-storey building,False,False,True,True,True
Guindalera,162.0,5,3.0,700000,4321,multi-storey building,False,False,True,True,True
Goya,88.0,2,1.0,450000,5114,multi-storey building,False,False,True,True,False
Goya,120.0,3,2.0,890000,7417,multi-storey building,False,False,True,True,False
Recoletos,176.0,3,4.0,1460000,8295,duplex,False,False,True,True,True
Barrio de Salamanca,150.0,3,3.0,1475000,9833,multi-storey building,False,False,True,False,False
Lista,144.0,2,2.0,935000,6493,multi-storey building,False,True,True,False,True
Lista,138.0,2,2.0,945000,6848,multi-storey building,False,True,True,False,True
Lista,116.0,2,2.0,885000,7629,multi-storey building,False,True,True,False,True
Lista,131.0,1,2.0,750000,5725,multi-storey building,False,True,True,True,True
Fuente del Berro,123.0,2,2.0,483000,3927,penthouse,False,False,True,True,False
Barrio de Salamanca,52.0,1,1.0,325000,6250,multi-storey building,True,False,True,False,False
Guindalera,170.0,4,2.0,590000,3471,multi-storey building,True,False,True,True,False
Lista,75.0,2,1.0,515000,6867,penthouse,False,False,True,True,False
Castellana,445.0,5,4.0,2950000,6629,multi-storey building,False,False,True,True,True
Goya,125.0,3,2.0,685000,5480,multi-storey building,False,False,True,True,False
Lista,97.0,2,2.0,485000,5000,multi-storey building,True,False,False,True,True
Lista,46.0,1,1.0,269000,5848,multi-storey building,False,False,True,False,False
Guindalera,49.0,2,1.0,190000,3878,multi-storey building,False,False,False,True,False
Fuente del Berro,200.0,6,2.0,940000,4700,mansion,True,False,False,False,False
Castellana,116.0,4,2.0,850000,7328,multi-storey building,False,False,True,True,False
Goya,102.0,2,2.0,455000,4461,multi-storey building,True,False,True,False,False
Lista,155.0,3,2.0,950000,6129,multi-storey building,False,False,True,True,False
Goya,290.0,4,5.0,2200000,7586,multi-storey building,False,False,True,True,False
Goya,232.0,4,4.0,1600000,6897,penthouse,False,False,True,True,True
Goya,125.0,2,2.0,795000,6360,multi-storey building,False,False,True,True,False
Fuente del Berro,73.0,2,1.0,329900,4519,multi-storey building,False,False,True,True,False
Guindalera,171.0,4,2.0,590000,3450,multi-storey building,True,False,True,True,False
Castellana,58.0,2,1.0,310000,5345,multi-storey building,True,False,True,False,False
Lista,50.0,2,1.0,300000,6000,multi-storey building,False,False,True,False,False
Goya,115.0,3,2.0,695000,6043,multi-storey building,False,False,True,True,False
Castellana,397.0,9,3.0,2000000,5038,multi-storey building,False,False,True,True,False
Lista,64.0,2,2.0,330000,5156,multi-storey building,False,False,True,False,False
Fuente del Berro,72.0,2,2.0,450000,6250,multi-storey building,False,False,True,True,False
Lista,242.0,4,3.0,1850000,7645,multi-storey building,False,False,True,True,True
Barrio de Salamanca,139.0,3,2.0,950000,6835,multi-storey building,False,False,True,True,True
Barrio de Salamanca,379.0,10,3.0,1400000,3694,duplex,False,False,False,True,False
Fuente del Berro,85.0,4,1.0,377000,4435,multi-storey building,True,False,True,True,False
Barrio de Salamanca,140.0,3,3.0,1475000,10536,multi-storey building,False,False,True,True,False
Barrio de Salamanca,148.0,3,3.0,980000,6622,mansion,False,False,False,False,True
Barrio de Salamanca,206.0,4,3.0,765000,3714,multi-storey building,False,False,True,True,False
Barrio de Salamanca,105.0,2,2.0,419000,3990,multi-storey building,False,False,True,True,True
Barrio de Salamanca,404.0,5,6.0,4350000,10767,multi-storey building,False,False,True,True,False
Barrio de Salamanca,163.0,2,2.0,1190000,7301,multi-storey building,False,False,True,True,False
Barrio de Salamanca,352.0,5,4.0,1990000,5653,multi-storey building,False,False,True,True,False
Barrio de Salamanca,62.0,1,2.0,550000,8871,multi-storey building,False,False,True,False,False
Barrio de Salamanca,378.0,4,5.0,5500000,14550,multi-storey building,False,False,True,True,True
Barrio de Salamanca,125.0,2,2.0,1250000,10000,multi-storey building,False,False,True,True,False
Barrio de Salamanca,227.0,6,2.0,1280000,5639,multi-storey building,True,False,True,True,True
Barrio de Salamanca,157.0,2,2.0,1200000,7643,multi-storey building,False,False,True,True,False
Barrio de Salamanca,66.0,2,1.0,495000,7500,multi-storey building,False,False,True,False,False
Barrio de Salamanca,151.0,3,2.0,915000,6060,multi-storey building,False,False,True,True,False
Barrio de Salamanca,109.0,2,2.0,800000,7339,multi-storey building,False,False,True,True,False
Barrio de Salamanca,139.0,5,3.0,650000,4676,mansion,True,False,False,False,False
Barrio de Salamanca,74.0,1,1.0,475000,6419,multi-storey building,False,False,True,True,False
Barrio de Salamanca,530.0,6,6.0,3750000,7075,duplex,False,False,True,True,True
Goya,160.0,3,3.0,1300000,8125,multi-storey building,False,False,True,True,True
Lista,101.0,3,2.0,599000,5931,multi-storey building,True,False,True,True,True
Recoletos,305.0,6,2.0,3550000,11639,multi-storey building,False,False,False,True,False
Guindalera,160.0,5,2.0,565000,3531,multi-storey building,False,False,True,True,False
Lista,145.0,2,2.0,950000,6552,multi-storey building,False,True,True,False,True
Lista,130.0,2,2.0,905000,6962,multi-storey building,False,True,True,False,True
Castellana,306.0,5,5.0,2350000,7680,multi-storey building,False,False,True,True,False
Recoletos,233.0,4,4.0,1685000,7232,multi-storey building,True,False,True,True,False
Castellana,377.0,5,4.0,3500000,9284,multi-storey building,False,False,True,True,False
Recoletos,471.0,6,4.0,4200000,8917,multi-storey building,False,False,True,True,True
Barrio de Salamanca,79.0,1,1.0,370000,4684,multi-storey building,False,False,True,True,False
Goya,198.0,5,3.0,785000,3965,multi-storey building,True,False,True,True,False
Lista,99.0,2,2.0,625000,6313,multi-storey building,False,False,True,True,False
Lista,108.0,3,2.0,580000,5370,multi-storey building,False,False,True,True,True
Guindalera,54.0,2,1.0,312000,5778,penthouse,False,False,True,True,False
Barrio de Salamanca,70.0,2,2.0,580000,8286,multi-storey building,False,False,True,False,False
Barrio de Salamanca,270.0,4,3.0,1970000,7296,multi-storey building,True,False,True,True,False
Barrio de Salamanca,73.0,1,1.0,279000,3822,multi-storey building,False,False,True,True,False
Guindalera,120.0,4,2.0,475000,3958,multi-storey building,True,False,True,False,False
Castellana,45.0,1,1.0,335000,7444,multi-storey building,False,False,True,True,False
Barrio de Salamanca,95.0,2,2.0,750000,7895,penthouse,False,False,True,False,True
Barrio de Salamanca,43.0,2,2.0,325000,7558,multi-storey building,False,False,True,False,False
Goya,350.0,5,5.0,2600000,7429,penthouse,False,False,True,True,False
Lista,80.0,2,2.0,440000,5500,multi-storey building,False,False,True,True,False
Castellana,512.0,6,5.0,3300000,6445,multi-storey building,False,False,True,True,True
Lista,242.0,4,3.0,1295000,5351,multi-storey building,True,False,True,True,True
Castellana,95.0,2,2.0,660000,6947,multi-storey building,True,False,True,True,False
Recoletos,178.0,3,3.0,1595000,8961,multi-storey building,True,False,True,True,False
Castellana,129.0,3,3.0,990000,7674,multi-storey building,False,False,True,True,True
Goya,292.0,4,3.0,1750000,5993,multi-storey building,False,False,True,True,False
Recoletos,220.0,4,6.0,2400000,10909,multi-storey building,False,False,True,True,False
Goya,77.0,2,1.0,435000,5649,multi-storey building,False,False,True,False,False
Barrio de Salamanca,43.0,1,1.0,295000,6860,multi-storey building,False,False,True,True,False
Goya,43.0,2,2.0,325000,7558,multi-storey building,False,False,True,False,False
Castellana,47.0,1,1.0,520000,11064,multi-storey building,False,False,True,True,True
Fuente del Berro,33.0,1,1.0,185000,5606,multi-storey building,False,False,False,False,False
Barrio de Salamanca,47.0,1,1.0,480000,10213,multi-storey building,False,False,True,True,True
Guindalera,40.0,0,1.0,203000,5075,,False,False,True,False,False
Guindalera,84.0,3,1.0,315000,3750,multi-storey building,True,False,True,True,False
Barrio de Salamanca,118.0,2,2.0,795000,6737,multi-storey building,False,False,True,True,False
Barrio de Salamanca,168.0,5,3.0,470000,2798,multi-storey building,False,False,True,True,False
Goya,92.0,3,2.0,409000,4446,multi-storey building,True,False,True,True,False
Goya,213.0,4,2.0,1300000,6103,multi-storey building,False,False,True,True,True
Goya,44.0,2,1.0,399500,9080,multi-storey building,False,False,True,False,False
Castellana,120.0,3,2.0,865000,7208,multi-storey building,False,False,True,True,False
Goya,134.0,4,4.0,750000,5597,multi-storey building,False,False,False,True,False
Goya,143.0,4,2.0,595000,4161,multi-storey building,True,False,True,False,False
Castellana,120.0,3,2.0,950000,7917,multi-storey building,False,False,True,True,False
Guindalera,36.0,1,1.0,175000,4861,multi-storey building,True,False,True,False,False
Goya,43.0,2,2.0,325000,7558,multi-storey building,False,False,True,False,False
Recoletos,222.0,4,4.0,2550000,11486,multi-storey building,False,False,True,True,True
Recoletos,365.0,5,5.0,3276000,8975,multi-storey building,True,False,True,True,False
Recoletos,365.0,5,5.0,3276000,8975,multi-storey building,True,False,True,True,False
Guindalera,174.0,4,2.0,611585,3515,multi-storey building,True,False,True,True,False
Goya,469.0,6,4.0,3200000,6823,multi-storey building,True,False,True,True,True
Recoletos,644.0,5,3.0,4900000,7609,multi-storey building,False,False,True,True,False
Barrio de Salamanca,271.0,4,4.0,1500000,5535,multi-storey building,True,False,True,True,True
Goya,43.0,2,2.0,325000,7558,multi-storey building,False,False,True,False,False
Barrio de Salamanca,222.0,4,3.0,775000,3491,multi-storey building,False,False,True,True,True
Barrio de Salamanca,207.0,4,3.0,1420000,6860,multi-storey building,True,False,True,True,True
Fuente del Berro,72.0,3,2.0,435000,6042,multi-storey building,False,False,True,True,False
Guindalera,149.0,3,2.0,725000,4866,multi-storey building,False,False,True,True,False
Lista,49.0,2,1.0,299000,6102,multi-storey building,False,False,True,False,False
Fuente del Berro,123.0,4,2.0,370000,3008,multi-storey building,True,False,True,True,False
Goya,61.0,2,1.0,330000,5410,multi-storey building,False,False,True,False,False
Fuente del Berro,60.0,2,1.0,250000,4167,multi-storey building,True,False,False,False,False
Goya,115.0,3,2.0,795000,6913,multi-storey building,False,False,True,True,False
Goya,108.0,3,2.0,450000,4167,multi-storey building,False,False,True,False,False
Goya,140.0,4,3.0,750000,5357,multi-storey building,False,False,True,True,False
Goya,171.0,4,3.0,875000,5117,multi-storey building,True,False,True,True,False
Castellana,240.0,5,4.0,2600000,10833,multi-storey building,False,False,True,True,True
Barrio de Salamanca,47.0,2,1.0,298000,6340,multi-storey building,False,False,True,False,False
Guindalera,100.0,3,1.0,280000,2800,multi-storey building,False,False,True,True,False
Goya,128.0,1,1.0,920000,7188,multi-storey building,False,True,True,True,True
Goya,58.0,1,1.0,710000,12241,multi-storey building,False,True,True,True,True
Goya,200.0,3,2.0,2520000,12600,multi-storey building,False,True,True,True,True
Goya,184.0,4,2.0,689000,3745,multi-storey building,True,False,True,True,True
Barrio de Salamanca,200.0,3,2.0,2000000,10000,multi-storey building,True,False,True,True,True
Lista,125.0,4,2.0,565000,4520,multi-storey building,False,False,True,True,False
Guindalera,124.0,4,2.0,420000,3387,multi-storey building,True,False,True,True,False
Barrio de Salamanca,48.0,1,1.0,475000,9896,multi-storey building,False,False,True,False,False
Barrio de Salamanca,250.0,4,3.0,1500000,6000,multi-storey building,True,False,True,True,False
Barrio de Salamanca,175.0,3,3.0,1300000,7429,multi-storey building,False,False,True,True,True
Barrio de Salamanca,300.0,5,4.0,2750000,9167,multi-storey building,True,False,True,True,True
Lista,147.0,3,3.0,895000,6088,multi-storey building,False,False,True,True,False
Goya,348.0,5,3.0,1900000,5460,multi-storey building,False,False,True,True,False
Lista,203.0,5,2.0,725000,3571,multi-storey building,False,False,True,True,False
Fuente del Berro,81.0,2,1.0,369000,4556,multi-storey building,True,False,True,True,False
Goya,220.0,2,2.0,1450000,6591,penthouse,False,False,True,True,False
Goya,54.0,2,1.0,339000,6278,multi-storey building,False,False,True,False,False
Barrio de Salamanca,65.0,2,2.0,449900,6922,multi-storey building,False,False,True,True,True
Barrio de Salamanca,65.0,2,2.0,449900,6922,multi-storey building,False,False,True,True,True
Guindalera,84.0,2,1.0,400000,4762,multi-storey building,False,False,True,True,False
Barrio de Salamanca,167.0,3,4.0,1100000,6587,multi-storey building,False,False,True,True,False
Barrio de Salamanca,416.0,4,5.0,1800000,4327,multi-storey building,False,False,True,True,False
Barrio de Salamanca,332.0,6,5.0,1800000,5422,multi-storey building,True,False,True,True,True
Lista,72.0,2,1.0,365000,5069,multi-storey building,False,False,True,False,False
Goya,176.0,4,2.0,895000,5085,multi-storey building,False,False,True,True,False
Fuente del Berro,88.0,3,2.0,477000,5420,multi-storey building,False,False,True,True,False
Barrio de Salamanca,91.0,3,2.0,430000,4725,multi-storey building,False,False,True,True,False
Recoletos,70.0,1,1.0,568000,8114,multi-storey building,False,False,True,False,False
Lista,59.0,2,2.0,460000,7797,multi-storey building,False,False,True,True,False
Recoletos,618.0,4,4.0,7525000,12176,penthouse,False,True,True,True,True
Goya,175.0,3,2.0,950000,5429,multi-storey building,False,False,True,True,False
Lista,250.0,4,3.0,1500000,6000,multi-storey building,False,False,True,True,True
Lista,203.0,5,2.0,725000,3571,multi-storey building,False,False,True,True,False
Guindalera,220.0,4,2.0,780000,3545,multi-storey building,True,False,True,True,True
Lista,80.0,2,2.0,500000,6250,multi-storey building,False,False,True,True,False
Castellana,223.0,5,4.0,1250000,5605,multi-storey building,False,False,True,True,False
Recoletos,468.0,7,5.0,3300000,7051,multi-storey building,True,False,True,True,False
Guindalera,136.0,4,2.0,530000,3897,multi-storey building,False,False,True,True,True
Goya,44.0,2,2.0,325000,7386,multi-storey building,False,False,True,False,False
Goya,162.0,5,3.0,930000,5741,multi-storey building,False,False,True,True,True
Barrio de Salamanca,61.0,2,1.0,330000,5410,multi-storey building,False,False,True,False,False
Barrio de Salamanca,471.0,6,4.0,4158000,8828,multi-storey building,False,False,True,True,True
Barrio de Salamanca,70.0,2,1.0,365000,5214,multi-storey building,False,False,True,False,False
Barrio de Salamanca,404.0,5,5.0,4350000,10767,multi-storey building,False,False,True,False,True
Barrio de Salamanca,123.0,4,2.0,585000,4756,multi-storey building,True,False,True,True,False
Barrio de Salamanca,397.0,13,2.0,2000000,5038,multi-storey building,True,False,True,True,False
Barrio de Salamanca,186.0,3,4.0,1610000,8656,multi-storey building,False,False,True,True,False
Barrio de Salamanca,114.0,4,2.0,630000,5526,multi-storey building,False,False,True,True,False
Barrio de Salamanca,240.0,4,4.0,2550000,10625,multi-storey building,False,False,True,True,True
Barrio de Salamanca,365.0,5,6.0,2300000,6301,multi-storey building,False,False,True,True,True
Recoletos,247.0,2,3.0,2200000,8907,multi-storey building,False,False,True,True,False
Recoletos,306.0,3,3.0,3595000,11748,multi-storey building,False,False,True,True,False
Lista,105.0,3,2.0,550000,5238,multi-storey building,True,False,True,False,False
Goya,142.0,2,2.0,1190000,8380,multi-storey building,False,False,True,False,False
Goya,94.0,2,2.0,620000,6596,multi-storey building,False,False,True,True,False
Recoletos,279.0,4,4.0,2200000,7885,multi-storey building,False,False,True,True,True
Goya,150.0,3,2.0,1180000,7867,penthouse,True,False,True,True,True
Castellana,131.0,3,2.0,1100000,8397,multi-storey building,True,False,True,True,True
Recoletos,410.0,5,3.0,3300000,8049,multi-storey building,True,False,True,True,True
Recoletos,150.0,2,2.0,1800000,12000,multi-storey building,False,False,True,True,True
Barrio de Salamanca,471.0,6,4.0,4159000,8830,multi-storey building,False,False,True,True,True
Recoletos,706.0,6,7.0,6500000,9207,multi-storey building,False,False,True,True,True
Barrio de Salamanca,115.0,3,2.0,1150000,10000,multi-storey building,False,False,True,True,False
Barrio de Salamanca,270.0,4,3.0,1970000,7296,multi-storey building,True,False,True,True,False
Barrio de Salamanca,310.0,4,5.0,1695000,5468,multi-storey building,False,False,True,True,True
Barrio de Salamanca,70.0,1,1.0,490000,7000,multi-storey building,False,False,True,True,True
Barrio de Salamanca,281.0,4,4.0,2200000,7829,multi-storey building,False,False,True,True,True
Barrio de Salamanca,340.0,5,3.0,2900000,8529,multi-storey building,False,False,True,True,True
Barrio de Salamanca,456.0,6,4.0,2100000,4605,multi-storey building,True,False,True,True,True
Barrio de Salamanca,295.0,4,4.0,3620000,12271,multi-storey building,False,False,True,True,True
Barrio de Salamanca,145.0,3,2.0,990000,6828,multi-storey building,False,False,True,True,False
Barrio de Salamanca,485.0,6,5.0,2960000,6103,multi-storey building,True,False,True,True,True
Barrio de Salamanca,391.0,6,5.0,2200000,5627,multi-storey building,True,False,True,True,True
Barrio de Salamanca,350.0,5,3.0,2150000,6143,multi-storey building,True,False,True,True,False
Barrio de Salamanca,444.0,7,5.0,2950000,6644,multi-storey building,True,False,True,True,True
Barrio de Salamanca,250.0,4,4.0,2270000,9080,multi-storey building,False,False,True,True,True
Barrio de Salamanca,372.0,4,5.0,1995000,5363,multi-storey building,False,False,True,True,True
Barrio de Salamanca,287.0,4,4.0,1975000,6882,multi-storey building,False,False,True,True,False
Barrio de Salamanca,166.0,3,3.0,1975000,11898,multi-storey building,False,False,True,True,True
Barrio de Salamanca,251.0,4,5.0,2280000,9084,multi-storey building,False,False,True,True,False
Barrio de Salamanca,404.0,5,5.0,4350000,10767,multi-storey building,False,False,True,True,False
Barrio de Salamanca,307.0,4,5.0,3595000,11710,multi-storey building,False,False,True,True,False
Recoletos,241.0,4,4.0,2500000,10373,multi-storey building,False,False,True,True,False
Goya,105.0,2,2.0,785000,7476,multi-storey building,False,False,True,True,False
Barrio de Salamanca,186.0,3,3.0,1600000,8602,multi-storey building,False,False,True,True,False
Barrio de Salamanca,499.0,4,2.0,2290000,4589,multi-storey building,False,False,True,True,False
Barrio de Salamanca,281.0,4,5.0,2200000,7829,multi-storey building,False,False,True,True,True
Barrio de Salamanca,319.0,4,5.0,4100000,12853,multi-storey building,False,False,True,True,False
Barrio de Salamanca,128.0,3,3.0,1250000,9766,multi-storey building,False,False,True,True,False
Barrio de Salamanca,150.0,3,3.0,895000,5967,multi-storey building,False,False,True,True,False
Barrio de Salamanca,150.0,3,3.0,895000,5967,multi-storey building,False,False,True,True,False
Barrio de Salamanca,310.0,4,5.0,1695000,5468,multi-storey building,False,False,True,True,True
Barrio de Salamanca,172.0,4,2.0,1000000,5814,multi-storey building,False,False,True,True,True
Barrio de Salamanca,117.0,2,2.0,740000,6325,multi-storey building,False,False,True,True,True
Barrio de Salamanca,645.0,6,3.0,4900000,7597,multi-storey building,False,False,True,True,False
Castellana,352.0,4,4.0,2650000,7528,multi-storey building,False,False,True,True,True
Barrio de Salamanca,204.0,6,3.0,1070000,5245,mansion,False,False,False,False,True
Recoletos,133.0,2,3.0,1390000,10451,multi-storey building,False,False,True,True,False
Lista,162.0,2,2.0,770000,4753,multi-storey building,False,False,False,False,False
Goya,181.0,4,3.0,765000,4227,multi-storey building,False,False,True,True,False
Recoletos,274.0,4,3.0,3200000,11679,multi-storey building,False,False,True,True,False
Goya,129.0,2,2.0,870000,6744,multi-storey building,False,False,True,True,False
Barrio de Salamanca,306.0,4,4.0,3595000,11748,multi-storey building,False,False,True,True,False
Castellana,444.0,5,4.0,2950000,6644,multi-storey building,False,False,True,True,True
Barrio de Salamanca,499.0,6,5.0,3600000,7214,multi-storey building,False,False,True,True,True
Fuente del Berro,125.0,3,1.0,399000,3192,multi-storey building,False,False,True,True,False
Castellana,60.0,1,1.0,460000,7667,multi-storey building,False,False,True,False,False
Goya,82.0,2,1.0,390000,4756,multi-storey building,False,False,True,True,True
Barrio de Salamanca,95.0,1,1.0,575000,6053,multi-storey building,False,False,True,True,False
Recoletos,226.0,5,2.0,1550000,6858,multi-storey building,True,False,True,True,False
Goya,362.0,10,2.0,1650000,4558,multi-storey building,True,False,True,True,False
Recoletos,232.0,3,2.0,1950000,8405,multi-storey building,False,False,True,True,True
Barrio de Salamanca,240.0,4,3.0,1950000,8125,multi-storey building,False,False,True,True,False
Fuente del Berro,63.0,1,1.0,341000,5413,multi-storey building,False,True,True,True,True
Barrio de Salamanca,94.0,2,1.0,568000,6043,multi-storey building,False,False,True,True,False
Barrio de Salamanca,130.0,3,2.0,670000,5154,multi-storey building,False,False,True,True,False
Barrio de Salamanca,114.0,3,2.0,845000,7412,multi-storey building,False,False,True,True,False
Fuente del Berro,92.0,2,2.0,577142,6273,multi-storey building,False,True,True,True,True
Fuente del Berro,73.0,2,2.0,482000,6603,multi-storey building,False,True,True,True,True
Goya,30.0,1,1.0,169000,5633,multi-storey building,False,False,False,False,False
Guindalera,105.0,2,2.0,385000,3667,multi-storey building,True,False,True,True,False
Guindalera,64.0,1,1.0,353000,5516,multi-storey building,False,True,True,True,True
Guindalera,62.0,1,1.0,378000,6097,multi-storey building,False,True,True,True,True
Guindalera,69.0,1,1.0,360000,5217,multi-storey building,False,True,True,True,True
Goya,75.0,2,1.0,380000,5067,multi-storey building,False,False,True,False,False
Recoletos,134.0,2,3.0,1025000,7649,multi-storey building,False,False,True,False,True
Recoletos,404.0,5,5.0,4350000,10767,multi-storey building,False,False,True,True,True
