subtitle,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking
Casco Histórico de Vallecas,74.0,2,1.0,173000,2338,multi-storey building,False,False,True,True,False
Casco Histórico de Vallecas,63.0,3,2.0,133000,2111,multi-storey building,False,False,False,False,False
Santa Eugenia,153.0,4,2.0,339000,2216,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,105.0,3,2.0,330000,3143,penthouse,False,False,True,True,True
Ensanche de Vallecas - La Gavia,87.0,2,2.0,259000,2977,multi-storey building,False,False,True,False,True
Ensanche de Vallecas - La Gavia,92.0,2,2.0,260000,2826,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,100.0,3,2.0,229000,2290,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,77.0,2,2.0,237000,3078,multi-storey building,False,False,True,True,True
Santa Eugenia,100.0,3,2.0,262000,2620,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,80.0,2,2.0,255000,3188,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,80.0,3,1.0,135000,1688,multi-storey building,False,False,False,True,False
Casco Histórico de Vallecas,121.0,3,2.0,285577,2360,duplex,False,False,True,True,False
Casco Histórico de Vallecas,33.0,0,1.0,77000,2333,,False,False,False,True,False
Villa de Vallecas,90.0,2,2.0,230000,2556,multi-storey building,False,False,True,True,True
Villa de Vallecas,96.0,1,1.0,164000,1708,multi-storey building,False,False,False,False,False
Ensanche de Vallecas - La Gavia,79.0,2,2.0,195000,2468,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,70.0,2,1.0,179900,2570,multi-storey building,False,False,True,False,False
Ensanche de Vallecas - La Gavia,118.0,4,2.0,305000,2585,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,350.0,4,3.0,690000,1971,mansion,False,False,False,False,True
Ensanche de Vallecas - La Gavia,77.0,2,1.0,239900,3116,multi-storey building,False,False,True,False,True
Ensanche de Vallecas - La Gavia,189.0,4,2.0,367000,1942,mansion,False,False,False,False,True
Ensanche de Vallecas - La Gavia,80.0,2,2.0,279000,3488,multi-storey building,False,False,True,False,True
Ensanche de Vallecas - La Gavia,70.0,2,1.0,175000,2500,multi-storey building,False,False,True,False,True
Ensanche de Vallecas - La Gavia,75.0,0,1.0,110000,1467,,False,False,True,True,True
Casco Histórico de Vallecas,80.0,1,1.0,164000,2050,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,80.0,2,2.0,279000,3488,multi-storey building,False,False,True,False,True
Ensanche de Vallecas - La Gavia,107.0,3,2.0,290000,2710,multi-storey building,False,False,True,False,True
Ensanche de Vallecas - La Gavia,350.0,4,3.0,690000,1971,mansion,False,False,False,False,True
Casco Histórico de Vallecas,63.0,3,1.0,104000,1651,multi-storey building,False,False,False,True,False
Santa Eugenia,90.0,3,2.0,225000,2500,multi-storey building,False,False,True,True,False
Santa Eugenia,71.0,3,1.0,109500,1542,multi-storey building,True,False,False,True,False
Casco Histórico de Vallecas,87.0,3,1.0,119900,1378,multi-storey building,False,False,True,True,False
Santa Eugenia,85.0,2,2.0,179900,2116,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,95.0,2,2.0,236500,2489,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,95.0,3,1.0,165000,1737,multi-storey building,False,False,False,True,True
Ensanche de Vallecas - La Gavia,281.0,3,3.0,495000,1762,mansion,False,True,False,False,True
Ensanche de Vallecas - La Gavia,349.0,4,3.0,570000,1633,mansion,False,True,False,False,True
Ensanche de Vallecas - La Gavia,133.0,3,2.0,357100,2685,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,132.0,3,2.0,350900,2658,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,132.0,3,2.0,357800,2711,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,132.0,3,2.0,345900,2620,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,132.0,3,2.0,360800,2733,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,132.0,3,2.0,362100,2743,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,132.0,3,2.0,352800,2673,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,132.0,3,2.0,347800,2635,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,135.0,3,2.0,352000,2607,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,126.0,3,2.0,479200,3803,penthouse,False,True,True,True,True
Ensanche de Vallecas - La Gavia,76.0,1,1.0,199000,2618,penthouse,False,False,True,True,True
Santa Eugenia,70.0,2,1.0,164900,2356,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,74.0,2,1.0,179900,2431,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,50.0,0,1.0,110000,2200,,False,False,True,True,True
Ensanche de Vallecas - La Gavia,51.0,1,1.0,160000,3137,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,108.0,2,2.0,280000,2593,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,93.0,2,2.0,229000,2462,multi-storey building,False,False,True,False,True
Casco Histórico de Vallecas,78.0,3,1.0,127000,1628,multi-storey building,True,False,False,True,False
Ensanche de Vallecas - La Gavia,75.0,2,2.0,259000,3453,multi-storey building,False,False,True,True,False
Casco Histórico de Vallecas,76.0,3,1.0,111600,1468,multi-storey building,True,False,False,True,False
Ensanche de Vallecas - La Gavia,130.0,2,2.0,190000,1462,multi-storey building,False,False,True,True,True
Villa de Vallecas,50.0,2,1.0,89000,1780,multi-storey building,False,False,False,True,False
Casco Histórico de Vallecas,76.0,3,1.0,226000,2974,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,114.0,3,2.0,350000,3070,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,105.0,3,2.0,289000,2752,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,60.0,2,1.0,199000,3317,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,75.0,2,1.0,247000,3293,penthouse,False,False,True,True,False
Ensanche de Vallecas - La Gavia,77.0,2,1.0,220000,2857,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,228.0,3,3.0,325000,1425,mansion,False,False,False,False,False
Villa de Vallecas,50.0,1,1.0,167000,3340,multi-storey building,False,False,True,True,True
Santa Eugenia,146.0,5,2.0,280000,1918,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,120.0,2,2.0,310000,2583,penthouse,False,False,True,True,True
Ensanche de Vallecas - La Gavia,58.0,1,1.0,156000,2690,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,65.0,2,1.0,155000,2385,multi-storey building,False,False,False,True,False
Casco Histórico de Vallecas,50.0,2,1.0,124900,2498,multi-storey building,False,False,False,True,False
Ensanche de Vallecas - La Gavia,85.0,2,2.0,245000,2882,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,194.0,5,3.0,369900,1907,mansion,False,True,False,False,True
Santa Eugenia,85.0,3,1.0,160000,1882,multi-storey building,False,False,True,False,False
Casco Histórico de Vallecas,61.0,1,1.0,132000,2164,multi-storey building,False,False,True,True,False
Casco Histórico de Vallecas,65.0,2,1.0,109900,1691,multi-storey building,False,False,False,True,False
Ensanche de Vallecas - La Gavia,50.0,1,1.0,174900,3498,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,137.0,3,2.0,199000,1453,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,49.0,0,1.0,80000,1633,,True,False,True,True,False
Ensanche de Vallecas - La Gavia,61.0,1,1.0,192000,3148,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,72.0,2,1.0,220000,3056,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,57.0,1,1.0,196000,3439,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,169.0,3,2.0,315000,1864,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,56.0,1,1.0,176000,3143,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,48.0,2,1.0,90000,1875,multi-storey building,True,False,False,True,False
Villa de Vallecas,130.0,4,2.0,198000,1523,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,100.0,3,2.0,300000,3000,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,57.0,3,1.0,99000,1737,multi-storey building,False,False,False,True,False
Ensanche de Vallecas - La Gavia,83.0,2,1.0,199000,2398,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,80.0,1,1.0,164000,2050,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,83.0,2,2.0,272000,3277,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,84.0,1,1.0,147000,1750,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,83.0,2,2.0,229900,2770,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,96.0,3,2.0,258000,2688,multi-storey building,False,False,True,False,True
Ensanche de Vallecas - La Gavia,91.0,2,2.0,214241,2354,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,88.0,2,2.0,232336,2640,multi-storey building,False,True,True,True,True
Ensanche de Vallecas - La Gavia,95.0,2,2.0,220548,2322,multi-storey building,False,True,True,True,True
Casco Histórico de Vallecas,66.0,2,1.0,124700,1889,multi-storey building,False,False,False,True,False
Ensanche de Vallecas - La Gavia,125.0,3,2.0,340000,2720,multi-storey building,False,False,True,False,True
Villa de Vallecas,78.0,3,1.0,164000,2103,multi-storey building,False,False,False,False,False
Casco Histórico de Vallecas,94.0,3,2.0,210000,2234,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,137.0,3,2.0,199000,1453,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,53.0,1,1.0,154000,2906,multi-storey building,False,False,True,False,True
Casco Histórico de Vallecas,55.0,2,1.0,99900,1816,multi-storey building,False,False,False,True,False
Casco Histórico de Vallecas,75.0,2,1.0,130000,1733,multi-storey building,False,False,False,True,False
Casco Histórico de Vallecas,57.0,2,1.0,122000,2140,multi-storey building,False,False,False,True,False
Casco Histórico de Vallecas,80.0,2,2.0,147300,1841,multi-storey building,False,False,False,False,True
Villa de Vallecas,98.0,3,2.0,222100,2266,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,62.0,0,1.0,105000,1694,,False,False,True,True,True
Ensanche de Vallecas - La Gavia,123.0,2,2.0,199000,1618,multi-storey building,False,False,True,False,True
Ensanche de Vallecas - La Gavia,200.0,4,2.0,420000,2100,multi-storey building,False,False,True,True,True
Santa Eugenia,40.0,0,1.0,54000,1350,,False,False,False,True,False
Villa de Vallecas,80.0,3,1.0,128500,1606,multi-storey building,False,False,False,True,False
Ensanche de Vallecas - La Gavia,92.0,2,2.0,235000,2554,multi-storey building,False,False,True,False,True
Villa de Vallecas,40.0,1,1.0,169900,4248,multi-storey building,False,False,True,True,True
Villa de Vallecas,51.0,2,1.0,108500,2127,multi-storey building,False,False,False,True,False
Ensanche de Vallecas - La Gavia,52.0,1,1.0,89000,1712,multi-storey building,False,False,True,True,True
Villa de Vallecas,40.0,1,1.0,169900,4248,multi-storey building,False,False,True,True,True
Casco Histórico de Vallecas,50.0,2,1.0,110000,2200,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,61.0,0,1.0,105000,1721,duplex,False,False,True,True,False
Casco Histórico de Vallecas,60.0,3,1.0,131000,2183,multi-storey building,False,False,False,False,False
Ensanche de Vallecas - La Gavia,55.0,0,1.0,119000,2164,duplex,False,False,True,True,True
Santa Eugenia,102.0,3,2.0,244999,2402,multi-storey building,False,False,True,True,True
Santa Eugenia,89.0,3,2.0,245000,2753,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,91.0,3,2.0,258000,2835,multi-storey building,False,False,True,True,True
Ensanche de Vallecas - La Gavia,134.0,3,2.0,339900,2537,multi-storey building,False,False,True,True,False
Ensanche de Vallecas - La Gavia,61.0,1,1.0,192000,3148,multi-storey building,False,False,True,True,False
Orcasitas,123.0,2,2.0,209000,1699,multi-storey building,False,False,True,True,False
Usera,76.0,2,1.0,183000,2408,multi-storey building,False,False,True,True,True
Usera,150.0,3,2.0,270000,1800,mansion,False,False,False,False,False
Usera,83.0,2,2.0,259000,3120,penthouse,False,False,True,True,False
Usera,67.0,2,1.0,109500,1634,multi-storey building,False,False,True,True,False
Usera,70.0,2,1.0,185990,2657,multi-storey building,False,False,True,True,True
San Fermín,89.0,2,2.0,248000,2787,multi-storey building,False,False,True,True,True
San Fermín,100.0,3,2.0,280000,2800,multi-storey building,False,False,True,True,True
Pradolongo,69.0,3,1.0,180000,2609,multi-storey building,False,False,False,True,False
Zofío,59.0,2,1.0,139000,2356,multi-storey building,False,False,False,True,True
San Fermín,100.0,3,2.0,305000,3050,multi-storey building,False,False,True,True,True
Almendrales,61.0,3,1.0,117260,1922,multi-storey building,True,False,False,True,False
San Fermín,89.0,2,2.0,235000,2640,multi-storey building,False,False,True,True,True
San Fermín,84.0,2,2.0,250000,2976,multi-storey building,False,False,True,True,True
Moscardó,70.0,2,1.0,143000,2043,multi-storey building,True,False,False,True,False
Moscardó,61.0,2,1.0,140000,2295,multi-storey building,False,False,True,True,False
San Fermín,122.0,4,2.0,189000,1549,multi-storey building,False,False,True,True,False
Almendrales,92.0,3,2.0,179900,1955,multi-storey building,False,False,False,True,False
Almendrales,80.0,3,1.0,128500,1606,multi-storey building,False,False,False,True,False
Usera,70.0,3,1.0,145000,2071,mansion,True,False,False,False,False
Orcasitas,130.0,3,2.0,225000,1731,multi-storey building,False,False,True,True,True
Almendrales,92.0,3,2.0,230000,2500,multi-storey building,False,False,False,True,True
Usera,105.0,2,2.0,137000,1305,multi-storey building,False,False,True,True,False
Usera,90.0,3,2.0,229000,2544,multi-storey building,False,False,True,True,True
Pradolongo,31.0,1,1.0,72000,2323,multi-storey building,False,False,False,True,False
Zofío,119.0,3,2.0,245000,2059,multi-storey building,False,False,True,True,True
Usera,65.0,3,1.0,110000,1692,multi-storey building,True,False,False,True,False
Usera,90.0,3,2.0,149000,1656,mansion,True,False,False,False,False
Orcasitas,110.0,3,2.0,150000,1364,multi-storey building,False,False,True,False,False
Pradolongo,54.0,2,1.0,113900,2109,multi-storey building,True,False,False,True,False
Moscardó,143.0,3,2.0,359000,2510,multi-storey building,False,False,True,True,False
San Fermín,158.0,3,2.0,220000,1392,multi-storey building,False,False,True,True,True
Usera,67.0,3,1.0,159000,2373,multi-storey building,False,False,False,True,False
San Fermín,108.0,3,2.0,239000,2213,multi-storey building,False,False,True,True,True
San Fermín,120.0,3,2.0,242000,2017,multi-storey building,False,False,True,True,True
12 de Octubre-Orcasur,105.0,2,2.0,250000,2381,multi-storey building,False,False,True,True,True
San Fermín,110.0,3,2.0,270000,2455,multi-storey building,False,False,True,True,True
Almendrales,73.0,2,1.0,260000,3562,multi-storey building,False,False,True,True,False
Almendrales,62.0,3,1.0,130000,2097,multi-storey building,True,False,False,True,False
San Fermín,220.0,3,2.0,440000,2000,penthouse,False,False,True,True,True
Moscardó,60.0,1,1.0,119000,1983,multi-storey building,False,False,True,True,False
12 de Octubre-Orcasur,110.0,2,1.0,239000,2173,multi-storey building,False,False,True,True,True
Usera,132.0,3,2.0,199000,1508,multi-storey building,False,False,True,True,True
Usera,132.0,3,2.0,218000,1652,multi-storey building,False,False,True,True,True
Almendrales,70.0,2,1.0,127260,1818,multi-storey building,True,False,False,False,False
Usera,63.0,3,1.0,140000,2222,multi-storey building,False,False,True,True,False
Usera,89.0,3,2.0,138000,1551,multi-storey building,False,False,False,True,False
Almendrales,80.0,3,1.0,128000,1600,multi-storey building,False,False,False,True,False
Zofío,67.0,2,1.0,119000,1776,multi-storey building,False,False,False,True,False
Orcasitas,81.0,3,2.0,240000,2963,mansion,False,False,False,False,False
Moscardó,68.0,2,1.0,145000,2132,multi-storey building,False,False,True,True,False
Moscardó,49.0,2,1.0,109900,2243,multi-storey building,False,False,False,True,False
Almendrales,87.0,3,2.0,267000,3069,multi-storey building,False,False,True,True,False
Zofío,94.0,3,2.0,240000,2553,multi-storey building,False,False,True,True,True
Usera,121.0,3,2.0,278000,2298,multi-storey building,False,False,True,True,True
Usera,115.0,3,2.0,159900,1390,multi-storey building,False,False,False,True,False
Usera,115.0,3,2.0,159900,1390,multi-storey building,False,False,False,True,False
Usera,81.0,2,1.0,135000,1667,multi-storey building,False,False,True,True,False
Almendrales,98.0,3,1.0,142000,1449,multi-storey building,True,False,False,True,False
Zofío,68.0,3,1.0,93000,1368,multi-storey building,False,False,False,True,False
Almendrales,153.0,5,2.0,170000,1111,multi-storey building,False,False,False,True,False
Almendrales,48.0,1,1.0,240000,5000,penthouse,False,False,False,True,False
Almendrales,58.0,3,1.0,150000,2586,multi-storey building,False,False,True,True,False
Moscardó,69.0,3,1.0,135000,1957,multi-storey building,False,False,False,True,False
Orcasitas,81.0,3,2.0,189000,2333,mansion,False,False,False,False,False
Zofío,172.0,4,2.0,275000,1599,penthouse,False,False,False,True,True
Moscardó,46.0,2,1.0,119000,2587,multi-storey building,False,False,False,True,False
Moscardó,76.0,3,1.0,165000,2171,multi-storey building,False,False,False,True,False
Moscardó,46.0,2,1.0,119000,2587,multi-storey building,False,False,False,True,False
12 de Octubre-Orcasur,111.0,3,2.0,180000,1622,multi-storey building,False,False,True,True,False
Usera,70.0,3,1.0,130000,1857,multi-storey building,False,False,False,True,False
Almendrales,92.0,3,2.0,149900,1629,penthouse,False,False,False,True,False
Almendrales,43.0,1,1.0,150000,3488,multi-storey building,False,False,True,False,False
Almendrales,74.0,2,1.0,149900,2026,multi-storey building,False,False,True,False,False
Pradolongo,87.0,2,1.0,199000,2287,multi-storey building,False,False,False,True,False
Almendrales,73.0,2,1.0,260000,3562,multi-storey building,False,False,True,True,False
Pradolongo,115.0,4,2.0,215000,1870,multi-storey building,False,False,False,True,False
Almendrales,87.0,3,2.0,257000,2954,multi-storey building,False,False,True,True,True
Almendrales,75.0,3,1.0,185000,2467,multi-storey building,False,False,False,True,False
12 de Octubre-Orcasur,100.0,3,2.0,200000,2000,multi-storey building,False,False,True,True,False
Almendrales,110.0,4,1.0,195000,1773,multi-storey building,False,False,False,True,False
Zofío,80.0,3,1.0,173000,2162,multi-storey building,False,False,False,True,False
Zofío,350.0,6,6.0,790000,2257,multi-storey building,False,False,False,True,False
Pradolongo,120.0,4,2.0,195000,1625,multi-storey building,False,False,False,True,False
Orcasitas,130.0,3,2.0,249000,1915,multi-storey building,False,False,True,True,True
Moscardó,66.0,2,1.0,164900,2498,multi-storey building,False,False,False,True,False
Pradolongo,41.0,1,1.0,110000,2683,multi-storey building,False,False,True,True,True
Moscardó,95.0,2,2.0,315000,3316,multi-storey building,False,False,True,True,True
Orcasitas,110.0,3,2.0,284000,2582,multi-storey building,False,False,True,True,False
Zofío,67.0,2,1.0,185000,2761,multi-storey building,False,False,False,True,True
Almendrales,64.0,3,1.0,137900,2155,multi-storey building,False,False,False,True,False
Zofío,56.0,2,1.0,112000,2000,multi-storey building,False,False,False,True,False
Almendrales,65.0,3,1.0,125000,1923,multi-storey building,False,False,False,True,False
Moscardó,82.0,3,2.0,225000,2744,multi-storey building,False,False,True,True,False
Almendrales,98.0,4,1.0,241000,2459,multi-storey building,False,False,False,True,False
Almendrales,65.0,3,1.0,126000,1938,multi-storey building,False,False,False,False,False
12 de Octubre-Orcasur,127.0,3,2.0,295000,2323,multi-storey building,False,False,True,True,True
Moscardó,58.0,2,1.0,135000,2328,multi-storey building,False,False,False,True,False
Almendrales,61.0,2,1.0,157000,2574,multi-storey building,False,False,False,False,False
Pradolongo,100.0,3,2.0,167000,1670,multi-storey building,False,False,False,True,True
Pradolongo,60.0,2,1.0,110000,1833,multi-storey building,True,False,False,False,False
San Fermín,144.0,4,2.0,265000,1840,multi-storey building,False,False,True,True,True
Pradolongo,83.0,2,1.0,148500,1789,multi-storey building,False,False,False,True,False
Moscardó,62.0,2,1.0,134900,2176,multi-storey building,False,False,True,True,False
Pradolongo,65.0,3,1.0,131000,2015,multi-storey building,False,False,False,True,False
Almendrales,60.0,2,1.0,127000,2117,multi-storey building,False,False,False,True,False
Moscardó,107.0,5,2.0,338000,3159,multi-storey building,False,False,True,True,False
Moscardó,72.0,3,1.0,139000,1931,multi-storey building,False,False,False,True,False
12 de Octubre-Orcasur,81.0,2,1.0,139000,1716,multi-storey building,True,False,False,True,True
Moscardó,60.0,3,1.0,154000,2567,multi-storey building,True,False,True,True,False
Usera,78.0,3,1.0,156000,2000,multi-storey building,False,False,False,True,False
Moscardó,65.0,2,1.0,140000,2154,multi-storey building,False,False,False,True,False
Orcasitas,81.0,3,2.0,240000,2963,mansion,False,False,False,False,False
Almendrales,79.0,2,2.0,295000,3734,multi-storey building,False,False,True,True,True
12 de Octubre-Orcasur,118.0,3,2.0,149000,1263,multi-storey building,False,False,False,True,False
12 de Octubre-Orcasur,114.0,3,3.0,190000,1667,multi-storey building,False,False,True,True,False
Moscardó,93.0,4,1.0,182900,1967,multi-storey building,False,False,True,True,False
Moscardó,65.0,2,1.0,133000,2046,multi-storey building,False,False,False,True,False
Moscardó,118.0,4,2.0,370000,3136,multi-storey building,False,False,True,True,True
Zofío,172.0,4,2.0,275000,1599,penthouse,False,False,False,True,True
San Fermín,95.0,2,2.0,235000,2474,multi-storey building,False,False,True,True,True
12 de Octubre-Orcasur,100.0,3,2.0,155000,1550,multi-storey building,False,False,True,True,False
Pradolongo,65.0,3,1.0,120000,1846,multi-storey building,False,False,False,True,False
Moscardó,106.0,4,1.0,230000,2170,multi-storey building,True,False,False,True,False
Moscardó,100.0,2,1.0,140000,1400,multi-storey building,True,False,True,True,False
Pradolongo,119.0,3,2.0,366400,3079,multi-storey building,False,False,True,False,True
12 de Octubre-Orcasur,97.0,3,2.0,335000,3454,multi-storey building,False,False,True,True,True
Orcasitas,90.0,3,1.0,159000,1767,multi-storey building,False,False,True,False,False
Moscardó,76.0,1,1.0,261000,3434,multi-storey building,False,False,True,False,False
Usera,60.0,3,1.0,81000,1350,multi-storey building,True,False,False,True,False
Moscardó,58.0,2,1.0,149900,2584,multi-storey building,False,False,False,True,False
Pradolongo,49.0,2,1.0,90000,1837,multi-storey building,False,False,False,True,False
Almendrales,80.0,3,1.0,155000,1938,multi-storey building,True,False,True,True,False
Moscardó,80.0,3,1.0,150000,1875,multi-storey building,False,False,False,True,False
Usera,145.0,4,2.0,197000,1359,multi-storey building,False,False,True,True,False
Usera,101.0,3,2.0,175000,1733,multi-storey building,False,False,False,True,True
Almendrales,234.0,4,2.0,750000,3205,duplex,False,False,True,True,True
Usera,132.0,4,2.0,429000,3250,duplex,False,False,True,True,True
Pradolongo,172.0,4,3.0,450000,2616,duplex,False,False,True,True,True
Moscardó,43.0,2,1.0,109000,2535,multi-storey building,False,False,False,True,False
12 de Octubre-Orcasur,132.0,4,2.0,135000,1023,multi-storey building,True,False,False,True,False
Almendrales,52.0,2,1.0,115000,2212,multi-storey building,False,False,False,False,False
Almendrales,80.0,3,1.0,128000,1600,multi-storey building,False,False,False,True,False
San Fermín,75.0,3,1.0,220000,2933,multi-storey building,False,False,True,True,False
Orcasitas,130.0,3,2.0,270000,2077,multi-storey building,False,False,True,True,True
San Fermín,108.0,3,2.0,239000,2213,multi-storey building,False,False,True,True,True
Pradolongo,126.0,3,2.0,179000,1421,multi-storey building,False,False,False,True,True
San Fermín,120.0,3,2.0,242000,2017,multi-storey building,False,False,True,True,True
San Fermín,88.0,2,2.0,230000,2614,multi-storey building,False,False,True,True,True
Usera,80.0,1,1.0,116000,1450,multi-storey building,False,False,True,True,False
Moscardó,73.0,3,1.0,130000,1781,multi-storey building,True,False,False,True,False
12 de Octubre-Orcasur,80.0,4,1.0,154000,1925,multi-storey building,True,False,True,True,False
San Fermín,65.0,3,1.0,128000,1969,multi-storey building,False,False,True,True,False
Usera,80.0,3,1.0,155000,1938,multi-storey building,False,False,False,True,False
Almendrales,75.0,3,1.0,180000,2400,multi-storey building,False,False,True,True,False
Moscardó,73.0,3,1.0,130000,1781,multi-storey building,False,False,False,True,False
Orcasitas,140.0,3,2.0,180000,1286,multi-storey building,False,False,False,True,False
Almendrales,60.0,3,1.0,197000,3283,multi-storey building,False,False,False,True,False
Usera,59.0,2,1.0,142000,2407,multi-storey building,False,False,False,True,False
Pradolongo,57.0,2,1.0,110000,1930,multi-storey building,True,False,False,True,False
Usera,85.0,2,1.0,150000,1765,multi-storey building,False,False,False,True,False
San Fermín,126.0,2,2.0,204000,1619,multi-storey building,False,False,True,True,True
Almendrales,73.0,2,2.0,270000,3699,penthouse,False,False,False,True,False
Moscardó,56.0,2,1.0,128800,2300,multi-storey building,False,False,False,True,False
Orcasitas,118.0,4,2.0,165000,1398,multi-storey building,True,False,True,True,False
Pradolongo,160.0,0,1.0,130000,812,multi-storey building,True,False,False,True,False
Moscardó,96.0,3,2.0,220000,2292,multi-storey building,False,False,True,True,False
Pradolongo,120.0,3,2.0,164900,1374,multi-storey building,False,False,False,True,True
12 de Octubre-Orcasur,90.0,3,1.0,163000,1811,multi-storey building,False,False,True,True,False
12 de Octubre-Orcasur,90.0,4,1.0,150000,1667,multi-storey building,False,False,True,True,False
San Fermín,88.0,2,2.0,240000,2727,multi-storey building,False,False,True,True,True
San Fermín,82.0,3,1.0,128000,1561,multi-storey building,False,False,False,False,False
Almendrales,65.0,2,1.0,109000,1677,multi-storey building,False,False,False,False,False
Almendrales,80.0,3,1.0,129189,1615,multi-storey building,False,False,False,True,False
Orcasitas,98.0,3,2.0,166763,1702,multi-storey building,False,False,True,True,False
Orcasitas,111.0,3,2.0,182000,1640,multi-storey building,False,False,False,True,False
12 de Octubre-Orcasur,88.0,2,1.0,229000,2602,multi-storey building,False,False,True,True,True
Orcasitas,95.0,3,2.0,220000,2316,mansion,False,False,False,False,False
San Fermín,180.0,3,2.0,260000,1444,multi-storey building,False,False,False,True,True
Usera,77.0,3,1.0,125000,1623,multi-storey building,True,False,False,True,False
Usera,67.0,3,1.0,139000,2075,multi-storey building,False,False,False,True,False
Moscardó,70.0,3,1.0,133000,1900,multi-storey building,False,False,False,True,False
Pradolongo,55.0,2,1.0,129000,2345,multi-storey building,False,False,False,True,False
Usera,67.0,3,1.0,139000,2075,multi-storey building,False,False,False,True,False
Zofío,62.0,3,1.0,118000,1903,multi-storey building,False,False,True,True,False
Almendrales,52.0,3,1.0,110000,2115,multi-storey building,False,False,False,True,False
Moscardó,50.0,1,1.0,138000,2760,multi-storey building,False,False,False,True,False
Usera,50.0,1,1.0,99000,1980,multi-storey building,False,False,False,True,False
Almendrales,74.0,3,1.0,125000,1689,multi-storey building,False,False,False,False,False
Almendrales,50.0,1,1.0,138000,2760,multi-storey building,True,False,False,True,False
Pradolongo,62.0,2,1.0,198000,3194,multi-storey building,False,False,False,False,False
Pradolongo,59.0,1,1.0,193000,3271,multi-storey building,False,False,False,True,False
Pradolongo,78.0,2,1.0,220000,2821,multi-storey building,False,False,False,True,False
Pradolongo,87.0,3,1.0,220000,2529,penthouse,False,False,False,True,False
12 de Octubre-Orcasur,127.0,4,2.0,165000,1299,multi-storey building,False,False,False,True,False
Almendrales,70.0,3,1.0,139000,1986,multi-storey building,False,False,False,True,False
Moscardó,50.0,2,1.0,106050,2121,multi-storey building,True,False,False,True,False
Pradolongo,60.0,2,1.0,98000,1633,multi-storey building,True,False,False,True,False
